skill_overlap,years_experience,salary_offered,distance_km,seniority,contract_type,remote,match
0.129,4.8,35666,38.1,mid,part_time,no,0
0.377,1.5,22205,76.5,junior,full_time,yes,1
0.543,10.3,64365,169.8,senior,full_time,yes,1
0.682,2.1,25973,25.9,junior,full_time,no,0
0.221,2.0,34806,128.9,junior,full_time,yes,1
0.843,11.5,65862,134.9,senior,full_time,no,1
0.131,1.7,15588,6.4,junior,internship,no,1
0.245,0.9,29045,48.0,junior,full_time,no,0
0.454,4.3,21160,35.7,junior,part_time,yes,1
0.676,4.6,31117,114.0,mid,internship,yes,1
0.22,6.1,44007,175.8,senior,internship,yes,0
0.622,1.9,37450,40.7,junior,freelance,yes,1
0.574,2.3,31889,80.9,junior,full_time,no,1
0.35,5.1,21675,37.6,mid,internship,no,1
0.585,7.2,68954,44.9,senior,full_time,yes,1
0.53,1.0,14351,118.9,junior,part_time,no,1
0.745,9.1,63859,22.5,senior,full_time,no,1
0.311,11.4,61877,16.9,senior,full_time,yes,0
0.364,1.7,30956,30.9,junior,full_time,yes,1
0.401,7.6,65009,36.1,senior,full_time,no,1
0.115,3.0,45050,116.3,mid,full_time,no,0
0.562,6.8,44656,241.1,mid,full_time,no,0
0.5,3.9,47561,72.8,mid,full_time,yes,1
0.59,8.9,62684,96.0,senior,full_time,no,1
0.738,4.0,17867,40.9,mid,internship,yes,1
0.78,6.4,50422,15.9,mid,full_time,yes,1
0.078,7.3,47213,52.3,senior,part_time,no,0
0.486,4.9,42207,6.4,mid,full_time,no,0
0.44,9.1,71067,40.7,senior,full_time,yes,1
0.555,11.6,66291,239.6,senior,full_time,yes,1
0.167,1.7,24363,24.8,junior,full_time,no,0
0.428,0.0,36614,174.1,junior,full_time,yes,0
0.644,0.8,31612,90.0,junior,freelance,yes,1
0.432,9.3,73787,85.1,senior,full_time,yes,1
0.423,0.8,30506,167.0,junior,full_time,yes,1
0.27,4.1,45906,19.9,mid,full_time,no,1
0.178,0.9,19701,92.3,junior,internship,yes,1
0.225,0.4,31148,98.9,junior,freelance,no,1
0.314,5.1,50794,58.7,mid,freelance,no,1
0.333,1.5,36143,72.6,junior,full_time,yes,0
0.689,8.1,70019,34.9,senior,full_time,no,1
0.577,2.9,33288,103.0,junior,full_time,yes,0
0.67,8.9,67811,53.3,senior,full_time,no,1
0.174,1.6,21055,42.0,junior,part_time,no,1
0.504,7.0,72163,45.9,senior,freelance,no,0
0.344,5.4,47991,78.4,mid,full_time,no,1
0.308,0.3,26420,12.9,junior,full_time,no,0
0.472,0.5,26705,39.3,junior,full_time,no,1
0.465,1.1,28475,8.3,junior,full_time,no,0
0.615,4.3,38548,35.4,mid,full_time,yes,1
0.305,6.5,66061,73.7,senior,full_time,yes,0
0.284,0.1,19403,83.0,junior,part_time,yes,1
0.33,5.9,45137,58.3,mid,freelance,yes,1
0.318,2.6,19119,47.1,mid,internship,no,0
0.632,4.9,42291,83.6,mid,full_time,no,1
0.505,5.7,47227,76.4,mid,full_time,yes,1
0.206,5.4,42063,53.2,mid,full_time,no,1
0.325,1.1,38551,25.9,mid,full_time,no,0
0.479,12.0,46824,39.2,senior,part_time,no,1
0.725,1.8,29577,13.0,junior,full_time,no,0
0.345,2.9,32393,53.5,junior,full_time,no,0
0.646,0.9,31737,11.0,junior,full_time,no,1
0.272,4.3,44482,49.5,mid,full_time,yes,0
0.594,1.6,27316,28.0,junior,part_time,yes,1
0.636,13.1,63529,36.2,senior,full_time,no,1
0.106,2.7,39527,43.3,mid,full_time,yes,0
0.488,6.4,49131,78.7,mid,freelance,yes,1
0.395,3.9,48057,72.1,mid,full_time,yes,1
0.427,1.1,30833,28.5,junior,full_time,no,0
0.441,4.5,69201,53.2,senior,full_time,no,1
0.113,0.9,28075,39.1,junior,full_time,no,0
0.289,6.3,42898,37.7,mid,full_time,no,0
0.76,10.5,48402,4.6,senior,part_time,no,1
0.202,2.7,39386,42.9,mid,full_time,no,1
0.991,11.1,65529,39.3,senior,full_time,no,1
0.519,1.7,21259,79.0,junior,part_time,yes,0
0.646,6.0,65670,55.7,senior,full_time,yes,1
0.5,5.1,44533,32.9,mid,full_time,no,1
0.61,4.5,42863,44.8,mid,full_time,no,1
0.444,0.8,33145,15.9,junior,full_time,no,1
0.309,0.7,25383,45.0,junior,full_time,no,0
0.309,8.6,40992,44.9,mid,full_time,no,1
0.625,0.0,23059,12.7,junior,full_time,yes,1
0.289,6.3,38945,13.3,mid,full_time,no,1
0.302,7.8,67617,48.1,senior,full_time,no,0
0.788,7.6,68263,80.0,senior,full_time,no,1
0.663,1.6,31681,96.5,junior,full_time,yes,1
0.355,13.8,71909,64.5,senior,full_time,yes,1
0.182,2.6,30321,43.1,junior,full_time,no,1
0.53,6.2,43906,97.0,mid,full_time,yes,1
0.27,13.1,39591,74.8,senior,internship,yes,1
0.593,2.2,25779,12.9,junior,full_time,no,1
0.116,3.0,12000,62.3,junior,internship,no,0
0.632,0.8,27908,43.5,junior,full_time,yes,1
0.516,7.5,41484,12.6,mid,full_time,no,1
0.471,6.7,67788,68.1,senior,full_time,yes,1
0.463,2.4,25656,40.3,junior,full_time,no,0
0.189,0.4,30545,13.5,junior,freelance,no,1
0.218,4.9,45212,35.4,mid,full_time,no,0
0.489,2.2,17821,259.8,junior,part_time,yes,1
0.263,4.4,31620,117.9,mid,part_time,no,0
0.435,5.4,63295,28.0,senior,full_time,no,0
0.243,4.2,36557,23.0,mid,full_time,no,0
0.535,10.9,64043,169.5,senior,full_time,no,1
0.569,5.0,47081,137.3,mid,freelance,yes,1
0.534,10.4,65953,84.4,senior,full_time,yes,1
0.209,3.1,21754,32.0,junior,part_time,no,1
0.214,2.0,20862,19.6,junior,full_time,no,0
0.39,0.3,47346,325.6,mid,full_time,yes,1
0.423,3.2,39836,38.0,junior,full_time,yes,1
0.603,12.1,64122,55.4,senior,full_time,yes,1
0.31,4.5,41673,72.3,mid,full_time,yes,0
0.403,6.4,74594,30.0,senior,freelance,yes,1
0.308,0.9,24685,13.3,junior,full_time,no,0
0.713,4.8,57196,223.7,mid,freelance,yes,1
0.274,4.3,47684,36.0,mid,freelance,no,0
0.728,1.4,18768,237.9,junior,internship,yes,1
0.372,2.2,47852,110.9,mid,full_time,yes,0
0.141,4.3,46134,32.4,mid,full_time,no,0
0.184,10.8,71347,10.8,senior,full_time,yes,0
0.803,2.2,45616,18.1,mid,freelance,yes,1
0.841,0.6,24668,97.1,junior,part_time,no,0
0.14,7.2,48870,87.6,mid,freelance,yes,0
0.148,4.1,49485,174.8,mid,full_time,yes,0
0.485,1.5,25383,33.6,junior,full_time,no,0
0.266,1.4,38290,3.3,mid,full_time,no,1
0.558,1.8,21286,22.5,junior,part_time,no,0
0.822,1.5,31372,49.1,junior,full_time,yes,1
0.731,4.2,37264,94.2,mid,full_time,yes,1
0.545,1.0,14246,12.8,junior,internship,no,0
0.236,5.8,38426,25.8,mid,full_time,no,0
0.115,1.0,32337,160.8,junior,full_time,yes,1
0.374,4.8,21383,30.2,mid,internship,no,1
0.652,1.8,25205,21.3,junior,part_time,no,1
0.435,7.2,46505,20.1,senior,part_time,no,1
0.296,1.3,29326,18.5,junior,full_time,no,1
0.251,3.1,26929,40.2,mid,part_time,no,1
0.569,0.3,27880,33.6,junior,full_time,no,0
0.379,0.0,18058,35.8,junior,part_time,yes,1
0.699,3.5,47610,30.9,mid,full_time,no,1
0.263,10.6,69019,117.4,senior,full_time,no,1
0.811,8.9,66019,46.6,senior,full_time,no,1
0.277,0.9,31845,53.9,junior,full_time,no,0
0.488,0.1,27351,151.0,junior,full_time,yes,1
0.182,4.1,33902,41.5,mid,part_time,no,0
0.547,3.8,31483,11.5,mid,part_time,no,1
0.112,0.7,30065,4.2,junior,full_time,no,0
0.391,2.6,42692,21.7,mid,full_time,no,1
0.431,4.4,32510,55.7,mid,part_time,yes,0
0.336,2.5,17027,34.8,mid,internship,no,0
0.047,1.1,13402,42.0,junior,internship,no,0
0.717,5.9,48614,17.3,mid,full_time,no,1
0.205,1.4,28699,61.0,junior,full_time,yes,0
0.506,6.1,39767,77.2,mid,full_time,no,0
0.432,0.8,16300,83.9,junior,internship,yes,0
0.521,3.0,36938,14.8,mid,full_time,no,1
0.461,3.4,41876,71.0,mid,full_time,yes,1
0.378,3.9,32428,33.8,mid,part_time,no,1
0.249,3.7,30843,98.9,junior,full_time,yes,0
0.661,0.2,30328,40.6,junior,full_time,yes,0
0.241,4.5,55323,32.1,mid,freelance,yes,0
0.37,4.9,39920,48.4,mid,full_time,no,0
0.535,13.8,60017,44.6,senior,full_time,no,1
0.332,2.7,27018,161.9,junior,full_time,no,1
0.38,10.1,63297,134.6,senior,full_time,no,1
0.415,1.3,28925,42.1,junior,full_time,no,0
0.083,0.8,28102,52.7,junior,full_time,yes,0
0.555,2.1,22403,25.5,junior,part_time,yes,1
0.314,5.2,48931,84.0,mid,freelance,no,0
0.366,1.0,35568,69.4,junior,freelance,no,1
0.121,0.7,29061,29.2,junior,full_time,yes,0
0.227,5.2,49284,11.2,mid,freelance,no,1
0.424,6.8,54802,32.7,mid,freelance,no,0
0.057,3.3,12000,65.1,junior,internship,no,0
0.596,0.0,29745,120.9,junior,full_time,yes,1
0.685,4.6,41860,52.7,mid,full_time,no,0
0.41,1.3,28431,29.9,junior,full_time,no,1
0.535,1.7,30294,92.4,junior,full_time,no,0
0.22,2.5,39344,134.8,mid,full_time,no,0
0.191,2.9,14128,93.2,junior,internship,yes,0
0.131,2.1,44832,24.6,mid,full_time,no,0
0.077,1.1,15117,166.2,junior,internship,no,0
0.368,4.2,24903,71.2,junior,full_time,no,1
0.248,2.3,24014,45.8,junior,part_time,no,0
0.306,0.0,34676,77.5,junior,freelance,no,1
0.266,0.0,29648,61.3,junior,full_time,yes,1
0.139,1.7,30527,31.5,junior,full_time,yes,1
0.567,8.2,50971,15.1,senior,part_time,no,1
0.399,9.3,64922,71.5,senior,full_time,no,0
0.17,0.4,33520,44.2,junior,freelance,no,1
0.362,7.0,38063,85.7,mid,full_time,no,1
0.511,5.3,41510,69.0,mid,full_time,no,0
0.771,8.7,39359,108.1,senior,internship,no,0
0.451,2.0,23325,16.8,junior,internship,no,0
0.487,1.0,28665,64.4,junior,full_time,no,1
0.104,0.3,25910,105.8,junior,full_time,yes,1
0.698,0.5,19992,24.6,junior,part_time,no,1
0.52,2.4,23153,62.2,junior,full_time,no,1
0.598,6.1,67582,50.6,senior,full_time,no,1
0.419,13.8,65394,29.5,senior,full_time,no,1
0.189,0.0,25729,147.3,junior,full_time,yes,0
0.364,4.8,41564,26.4,mid,full_time,no,1
0.165,2.5,31543,334.9,junior,full_time,yes,0
0.337,5.2,43671,156.4,mid,full_time,yes,0
0.517,4.7,29325,11.4,mid,part_time,no,0
0.049,2.6,31814,78.6,junior,full_time,no,0
0.458,13.0,66436,55.4,senior,full_time,no,1
0.214,8.6,46306,36.7,senior,part_time,no,1
0.385,5.1,43583,49.4,mid,full_time,yes,1
0.188,3.9,34833,52.0,mid,full_time,no,0
0.827,6.1,44404,27.1,mid,full_time,yes,1
0.0,1.2,31017,124.8,junior,part_time,no,1
0.437,0.1,32053,35.1,junior,full_time,no,1
0.502,3.7,41633,31.6,mid,full_time,no,1
0.301,2.1,22093,27.4,junior,part_time,no,1
0.437,10.7,67126,64.0,senior,full_time,no,1
0.554,3.1,33853,21.5,mid,part_time,no,1
0.457,1.0,27810,37.2,junior,full_time,no,0
0.044,0.0,20587,24.6,junior,full_time,no,0
0.535,14.1,34741,57.1,senior,internship,no,0
0.642,3.4,19750,64.7,junior,part_time,yes,1
0.473,0.6,20862,44.7,junior,part_time,no,1
0.211,0.0,25585,66.3,junior,full_time,no,0
0.448,2.0,45592,146.9,mid,full_time,yes,1
0.499,12.1,72305,9.8,senior,full_time,no,1
0.072,1.8,32462,143.5,junior,full_time,yes,1
0.478,8.2,64965,26.0,senior,full_time,no,0
0.21,1.4,33507,41.0,junior,full_time,no,0
0.718,4.1,46767,14.9,mid,full_time,yes,1
0.588,3.0,18156,64.6,junior,internship,no,1
0.32,6.4,40199,39.3,mid,full_time,no,0
0.099,3.8,41694,40.2,mid,full_time,no,1
0.324,2.4,44248,82.1,mid,full_time,no,0
0.276,1.1,35750,57.9,junior,full_time,no,0
0.151,8.8,79983,55.0,senior,freelance,no,1
0.417,4.7,67274,67.1,senior,full_time,no,1
0.632,4.9,32264,20.5,mid,part_time,no,1
0.41,3.5,46131,254.4,mid,full_time,yes,1
0.764,6.8,25865,52.0,mid,internship,yes,1
0.586,1.1,26565,95.2,junior,part_time,no,1
0.724,10.9,61372,61.5,senior,full_time,no,1
0.354,1.8,28323,33.9,junior,full_time,no,1
0.737,6.1,44859,53.9,mid,full_time,no,1
0.423,1.7,34033,30.8,junior,full_time,yes,0
0.204,1.7,28040,33.7,junior,part_time,no,1
0.232,2.6,37106,111.5,mid,full_time,no,0
0.071,4.2,21490,159.5,mid,internship,yes,0
0.676,12.1,64968,50.9,senior,full_time,no,1
0.695,12.1,60874,21.9,senior,full_time,no,1
0.624,1.8,27044,45.5,junior,part_time,no,1
0.417,1.7,29488,32.8,junior,full_time,yes,1
0.241,1.1,36523,29.0,junior,freelance,no,0
0.458,3.4,41596,44.3,mid,full_time,no,1
0.467,2.8,43645,84.0,mid,full_time,no,0
0.304,10.8,62393,48.0,senior,full_time,yes,0
0.351,4.4,39770,42.3,mid,full_time,yes,1
0.439,2.3,24576,30.5,junior,full_time,no,0
0.878,5.7,18015,15.8,mid,internship,yes,1
0.463,4.4,47068,59.9,mid,full_time,yes,1
0.333,3.7,31665,34.0,mid,part_time,no,0
0.633,1.1,31917,7.2,junior,full_time,no,1
0.884,2.3,15209,46.9,junior,internship,no,1
0.604,2.9,32998,13.9,junior,full_time,yes,1
0.382,0.8,31552,31.9,junior,full_time,no,1
0.644,1.2,31287,165.1,mid,part_time,no,0
0.555,3.9,29749,26.0,junior,full_time,yes,1
0.201,3.5,25241,30.7,mid,internship,yes,0
0.307,5.3,47379,20.0,mid,full_time,yes,1
0.524,9.9,65100,16.9,senior,full_time,no,1
0.114,0.8,30303,89.7,junior,full_time,yes,1
0.3,0.8,23048,61.7,junior,full_time,no,0
0.435,2.0,25968,75.4,junior,full_time,yes,1
0.472,2.5,40904,97.1,mid,full_time,yes,0
0.278,1.9,30021,57.9,junior,full_time,no,0
0.195,6.4,39748,46.3,mid,full_time,no,1
0.608,1.6,28609,110.0,junior,full_time,no,1
0.468,2.3,27636,392.1,junior,full_time,no,0
0.226,1.8,29061,16.7,junior,full_time,yes,1
0.445,3.6,51547,86.6,mid,freelance,no,1
0.381,6.5,67734,319.5,senior,full_time,yes,0
0.208,4.8,41333,5.4,mid,full_time,no,0
0.392,3.9,43619,22.6,mid,full_time,no,1
0.757,2.7,47863,14.6,mid,full_time,no,1
0.358,5.2,24184,131.9,mid,internship,yes,0
0.397,3.6,23717,18.9,junior,full_time,no,1
0.117,3.6,37397,90.4,mid,full_time,no,0
0.298,3.3,41019,130.6,mid,full_time,no,0
0.491,1.4,24849,142.2,junior,full_time,yes,1
0.101,0.9,33627,88.2,mid,full_time,no,0
0.563,6.5,42236,68.8,mid,full_time,yes,1
0.079,4.5,43332,54.0,mid,full_time,no,1
0.476,0.6,37044,15.5,junior,freelance,no,1
0.258,6.2,41938,38.5,mid,full_time,no,1
0.983,9.8,66084,71.4,senior,full_time,no,1
0.11,0.9,22805,147.3,junior,part_time,no,0
0.193,2.0,29130,65.1,junior,full_time,yes,0
0.493,2.0,26504,96.6,junior,full_time,yes,0
0.523,1.7,35599,97.9,junior,full_time,no,1
0.485,7.4,32291,29.5,senior,internship,no,1
0.13,5.4,43457,32.6,mid,full_time,no,0
0.451,0.7,26110,155.1,junior,full_time,yes,0
0.175,2.6,21395,36.4,junior,part_time,no,0
0.473,10.3,50183,68.2,senior,part_time,no,1
0.527,3.4,27293,19.8,junior,full_time,no,1
0.382,6.2,18853,154.9,mid,internship,no,0
0.261,1.5,26784,55.0,junior,full_time,no,0
0.471,3.3,32774,64.4,junior,full_time,yes,1
0.529,3.7,36743,66.5,mid,full_time,no,0
0.838,2.4,33708,45.2,junior,full_time,no,1
0.665,2.4,42332,39.3,mid,full_time,no,1
0.459,3.7,35668,54.9,junior,freelance,yes,1
0.687,5.6,38311,70.3,mid,full_time,no,1
0.36,4.7,23271,79.8,mid,internship,yes,1
0.119,3.8,39669,54.4,mid,full_time,no,0
0.753,2.0,29034,81.6,junior,full_time,no,1
0.344,5.6,39438,64.9,mid,full_time,yes,1
0.582,7.1,62828,29.6,senior,full_time,no,1
0.232,1.6,35236,152.1,junior,full_time,no,0
0.359,2.3,30264,88.9,junior,full_time,no,0
0.464,10.3,76079,87.8,senior,freelance,no,1
0.423,1.1,29273,32.7,junior,full_time,no,1
0.696,5.0,48365,12.7,mid,full_time,yes,0
0.441,5.5,41557,19.2,mid,full_time,no,1
0.159,1.9,31278,12.8,junior,full_time,no,0
0.872,3.0,40040,202.3,mid,freelance,no,0
0.735,6.0,41580,97.8,mid,full_time,no,1
0.586,2.8,26918,29.6,junior,full_time,no,1
0.808,12.3,75157,57.1,senior,freelance,yes,1
0.604,2.3,30588,19.0,junior,full_time,no,1
0.286,1.5,27529,64.7,junior,full_time,no,0
0.43,9.9,64437,36.8,senior,full_time,no,1
0.176,1.7,26096,70.5,junior,full_time,yes,0
0.441,9.8,65572,88.7,senior,full_time,yes,1
0.36,2.3,25176,71.8,junior,freelance,no,0
0.25,4.5,42156,90.9,mid,full_time,yes,1
0.865,2.2,23047,28.0,junior,full_time,no,1
0.386,6.1,48666,76.3,mid,full_time,yes,1
0.369,6.0,44568,50.3,mid,full_time,no,1
0.545,11.3,70145,114.8,senior,full_time,yes,1
0.361,13.4,45590,215.2,senior,part_time,yes,1
0.567,5.5,44933,72.4,mid,full_time,no,1
0.424,4.3,40925,62.8,mid,full_time,yes,1
0.29,5.6,24762,90.1,mid,internship,yes,0
0.509,8.7,64347,152.6,senior,full_time,no,0
0.139,6.2,38435,168.2,mid,full_time,yes,1
0.698,10.3,46581,62.0,senior,part_time,yes,1
0.703,2.3,30308,57.8,junior,full_time,no,1
0.599,5.4,33696,24.4,mid,part_time,no,1
0.311,4.8,26697,1.8,mid,part_time,no,1
0.403,1.8,31978,39.3,junior,full_time,no,1
0.306,0.7,26664,50.4,junior,full_time,no,0
0.31,12.8,60513,64.8,senior,full_time,no,0
0.834,5.6,46378,142.6,mid,freelance,no,1
0.737,0.8,23256,54.5,junior,full_time,no,0
0.609,2.0,25461,104.0,junior,full_time,no,0
0.451,2.3,26326,74.2,junior,full_time,no,1
0.655,3.7,43806,33.8,mid,full_time,no,0
0.261,10.7,77594,50.1,senior,freelance,no,1
0.402,4.0,80713,72.5,senior,freelance,yes,1
0.39,6.8,44752,107.7,mid,full_time,no,1
0.641,2.0,35338,9.8,mid,full_time,no,1
0.395,2.2,15943,48.8,junior,part_time,no,0
0.282,7.2,68843,13.3,senior,full_time,no,1
0.305,0.8,31535,12.1,junior,freelance,yes,0
0.706,1.3,28355,54.7,junior,full_time,yes,1
0.311,10.9,50964,22.1,senior,part_time,no,1
0.22,8.0,69517,112.5,senior,full_time,no,0
0.044,0.3,29645,18.3,junior,full_time,no,0
0.753,4.6,40250,82.5,mid,full_time,yes,1
0.139,3.9,38989,78.6,mid,full_time,yes,0
0.412,0.1,25093,65.7,junior,full_time,yes,1
0.515,1.6,25916,49.3,junior,part_time,yes,1
0.319,2.9,31012,9.1,junior,full_time,no,0
0.264,3.5,42161,46.3,mid,full_time,no,0
0.227,5.0,37012,64.6,mid,full_time,no,0
0.426,2.8,51422,6.6,mid,freelance,no,1
0.341,1.6,29503,81.3,junior,full_time,yes,1
0.625,12.6,46067,153.3,senior,part_time,no,1
0.455,7.7,31310,37.7,mid,part_time,no,1
0.167,13.6,66774,70.0,senior,full_time,no,1
0.446,3.4,30641,19.7,junior,freelance,no,0
0.703,2.5,39633,150.2,mid,full_time,yes,1
0.154,7.5,67611,51.1,senior,full_time,yes,1
0.462,1.3,28882,68.7,junior,full_time,no,0
0.152,1.5,21372,41.8,junior,full_time,no,0
0.461,0.5,27748,54.0,junior,full_time,no,0
0.084,1.2,25891,27.7,junior,full_time,yes,0
0.122,3.1,43668,77.8,mid,full_time,no,0
0.613,0.3,27204,143.4,junior,freelance,yes,1
0.724,0.0,23542,68.0,junior,full_time,no,1
0.327,2.9,15592,85.4,mid,internship,yes,0
0.663,0.3,29452,15.7,junior,full_time,no,1
0.354,1.6,12000,24.6,junior,internship,yes,0
0.755,4.8,27803,105.1,mid,part_time,yes,1
0.479,0.8,28521,116.0,junior,full_time,yes,0
0.279,1.0,27442,12.4,junior,full_time,no,0
0.064,1.9,30229,75.4,junior,full_time,no,0
0.268,0.0,30582,36.0,junior,full_time,no,1
0.269,6.0,45956,51.2,mid,full_time,no,0
0.72,1.6,33651,53.4,junior,full_time,no,1
0.588,2.3,31649,92.0,junior,full_time,no,1
0.557,6.4,51376,21.5,senior,part_time,yes,1
0.581,8.1,65761,38.1,senior,full_time,no,1
0.751,2.4,30158,56.0,junior,full_time,no,1
0.215,2.0,20927,46.4,junior,full_time,no,0
0.345,5.3,42719,97.2,mid,full_time,yes,1
0.376,8.0,60554,130.8,senior,full_time,yes,1
0.288,12.8,46178,20.4,senior,part_time,no,0
0.208,1.4,22834,44.4,junior,full_time,no,1
0.339,0.9,29361,22.1,junior,full_time,no,0
0.263,1.4,30104,56.2,junior,full_time,no,1
0.053,6.4,69256,55.1,senior,full_time,no,0
0.622,10.9,61614,18.8,senior,full_time,no,1
0.29,3.2,26538,33.8,junior,full_time,yes,1
0.586,6.7,53539,49.3,mid,freelance,yes,1
0.404,1.8,26208,3.2,junior,full_time,no,1
0.026,3.3,47234,143.9,mid,freelance,yes,0
0.749,12.5,69444,124.9,senior,full_time,yes,1
0.466,5.5,43815,43.9,mid,full_time,no,1
0.275,1.4,32190,58.0,junior,full_time,yes,0
0.432,4.0,43688,51.4,mid,full_time,no,0
0.324,2.1,26620,30.6,junior,full_time,no,1
0.637,11.0,40560,114.2,senior,internship,no,1
0.17,1.5,31091,51.8,junior,full_time,no,1
0.607,10.1,66890,98.7,senior,full_time,yes,1
0.584,1.7,24102,25.2,junior,part_time,no,1
0.56,1.3,27953,17.6,junior,full_time,no,0
0.493,1.1,29920,50.5,junior,freelance,yes,0
0.155,2.5,28387,19.2,junior,full_time,no,1
0.746,0.0,35582,146.3,junior,full_time,yes,1
0.056,4.8,45645,19.5,mid,full_time,no,0
0.252,2.0,29456,11.7,junior,full_time,no,1
0.196,1.0,12262,73.3,junior,internship,no,0
0.582,0.0,23860,84.2,junior,full_time,no,0
0.442,0.5,27145,104.8,junior,full_time,no,0
0.538,8.6,64824,22.8,senior,full_time,yes,1
0.274,13.6,74812,10.0,senior,freelance,no,0
0.322,1.5,28528,103.6,junior,full_time,no,0
0.25,6.2,18121,37.3,mid,internship,no,0
0.14,2.0,39067,56.9,mid,full_time,no,0
0.23,8.4,65709,21.4,senior,full_time,yes,1
0.292,1.6,30367,82.0,junior,full_time,yes,1
0.098,2.2,29658,66.6,junior,full_time,no,0
0.39,7.5,39643,71.7,mid,full_time,yes,1
0.29,11.4,60713,42.1,senior,full_time,no,0
0.384,4.3,38687,108.1,mid,full_time,no,1
0.362,2.1,44788,145.5,mid,full_time,no,0
0.384,2.3,27182,338.7,junior,full_time,yes,0
0.215,3.5,50121,93.0,mid,freelance,yes,0
0.776,8.6,66460,84.3,senior,full_time,no,1
0.094,0.0,32297,82.7,junior,full_time,no,1
0.736,4.7,27228,98.8,mid,part_time,no,1
0.121,1.9,32245,40.4,junior,full_time,no,1
0.349,3.5,33523,20.5,mid,part_time,no,1
0.405,1.4,37337,3.4,mid,part_time,no,1
0.22,4.6,46918,50.9,mid,full_time,no,0
0.134,4.4,65384,31.5,senior,full_time,no,0
0.462,3.4,39381,23.0,mid,full_time,no,0
0.627,2.2,30313,6.5,junior,full_time,no,1
0.377,1.7,24082,48.8,junior,full_time,no,0
0.429,2.0,28757,103.8,junior,full_time,no,0
0.324,0.0,18397,91.1,junior,part_time,no,0
0.262,0.5,27156,129.3,junior,full_time,no,1
0.722,5.5,35624,29.0,mid,full_time,yes,1
0.649,2.9,27706,8.9,junior,full_time,no,1
0.441,1.2,28420,30.1,junior,full_time,no,1
0.531,2.9,40136,26.7,mid,full_time,no,0
0.525,3.7,27705,64.8,junior,full_time,no,1
0.502,7.9,38206,24.2,mid,full_time,no,1
0.797,8.3,67728,21.2,senior,full_time,no,1
0.415,5.3,42087,66.0,mid,full_time,no,0
0.501,0.2,36675,46.3,junior,full_time,yes,1
0.481,3.1,29023,41.9,junior,full_time,no,1
0.433,4.8,43339,51.7,mid,full_time,no,0
0.224,5.4,40357,35.0,mid,full_time,no,0
0.388,0.9,33013,38.2,junior,full_time,yes,0
0.529,1.8,41761,34.9,mid,full_time,yes,1
0.458,3.8,29151,28.7,mid,internship,no,1
0.386,2.4,21811,83.3,junior,internship,yes,0
0.396,7.2,47956,58.0,mid,freelance,yes,0
0.405,1.2,14431,101.7,junior,internship,no,1
0.428,1.6,25461,15.5,junior,full_time,no,0
0.147,8.6,44071,27.6,senior,part_time,no,1
0.585,2.1,29028,56.6,junior,full_time,no,1
0.109,4.0,42016,42.7,mid,full_time,no,0
0.206,0.9,30314,74.0,junior,full_time,no,0
0.281,2.3,32024,17.4,junior,freelance,no,0
0.363,8.6,39875,118.8,senior,internship,yes,1
0.196,1.2,27833,3.7,junior,full_time,no,0
0.143,1.7,20318,34.8,junior,part_time,no,0
0.439,7.3,50518,177.8,senior,part_time,yes,1
0.823,4.4,50960,88.2,mid,freelance,no,1
0.384,3.8,40706,81.9,mid,full_time,no,1
0.485,0.0,35379,58.8,junior,freelance,no,1
0.104,1.2,25420,26.2,junior,full_time,no,0
0.603,6.7,42161,75.3,mid,full_time,yes,1
0.109,2.8,14472,33.7,junior,part_time,no,0
0.428,2.2,26806,54.4,junior,full_time,no,1
0.541,4.1,39333,3.1,mid,full_time,yes,1
0.198,2.4,30780,139.3,junior,full_time,yes,0
0.317,1.6,23412,274.5,junior,part_time,yes,0
0.289,3.2,19659,49.1,junior,internship,no,0
0.468,2.6,38261,30.3,mid,part_time,yes,1
0.406,8.4,42690,153.9,mid,full_time,yes,1
0.295,10.6,62417,79.1,senior,full_time,no,0
0.032,1.8,29642,4.1,junior,full_time,no,0
0.098,0.8,30842,43.6,junior,freelance,no,0
0.32,2.4,39883,72.6,mid,full_time,no,1
0.523,2.4,28780,25.0,junior,full_time,yes,1
0.407,4.4,39940,30.3,mid,full_time,no,1
0.557,10.8,81958,25.2,senior,freelance,no,0
0.046,3.2,31522,12.7,mid,part_time,yes,1
0.474,2.4,27893,73.1,junior,full_time,no,0
0.138,8.2,67833,65.8,senior,full_time,no,0
0.286,2.1,36505,29.5,junior,full_time,yes,0
0.412,8.2,66161,61.4,senior,full_time,yes,1
0.525,3.4,25893,107.3,mid,part_time,yes,0
0.638,2.9,41732,34.2,mid,full_time,no,1
0.541,6.4,60979,37.4,senior,full_time,yes,1
0.292,3.7,40193,138.5,mid,full_time,no,0
0.905,6.0,48501,40.1,mid,full_time,yes,1
0.561,1.1,25195,34.7,junior,full_time,no,1
0.139,1.6,38339,131.8,mid,full_time,no,0
0.164,6.4,46264,66.3,mid,full_time,yes,0
0.334,1.8,28077,56.4,junior,full_time,yes,0
0.689,6.1,46235,115.2,mid,full_time,no,1
0.226,5.3,42283,192.6,mid,full_time,yes,1
0.401,2.9,31098,88.8,junior,full_time,yes,0
0.574,2.0,22601,10.2,junior,full_time,no,1
0.629,4.7,19828,21.2,mid,internship,no,0
0.573,0.0,27353,87.5,junior,full_time,no,0
